Proposal,Beamline,Experiment start,Experiment end,User Affiliation,Department,Overall,Scientific support,Technical support,Beamline hardware,Beamline software,Machine operation,DUO,Experiment comments,Infrastructure comment,Overall comments,Remarks,Report submitted
0,MX,02/11/2012,02/11/2012,SARomics Biostructures AB,,4,4,4,3,4,4,4,,,,,09/11/2012
0,MX,02/11/2012,02/11/2012,SARomics Biostructures AB,,4,4,4,4,4,4,4,,,,,14/11/2012
20110290,I811,03/05/2012,07/05/2012,"Swedish University of Agricultural Sciences, Uppsala",Department of Chemistry,5,5,5,3,3,5,5,The problems with the SPEC-software including long collection times in step mode have been discussed with beam-line manager. It is a drawback that the third ion chamber is not working. The same data quality was obtained by running ione hour in continous mode compared to 3-4 hours in step mode.,,The measurements were very successful with a data quality better than in many years.,,15/05/2012
20110360,I711,03/05/2012,04/05/2012,Stockholm University,"Department of Materials and Environmental Chemistry, Materials Chemistry",2,5,5,4,4,4,4,,,"Unfortunately, it took a long time until we were able to start our experiments due to Max-II maintenance and the Max-II injection at 8pm. So we lost precious time to fully understand our sample preparation and handling procedures. The attachment and placement of the sample onto the sample holder caused problems, which were fixed at midnight.",,15/05/2012
20110360,I711,03/05/2012,04/05/2012,Stockholm University,Department of Materials and Environmental Chemistry,4,5,5,4,3,4,5,,,,,14/05/2012
0,MX,03/06/2012,03/06/2012,SARomics Biostructures AB,,4,4,2,5,3,4,4,An error problem that couldn't be fixed.,,,,04/06/2012
20120127,D1011,03/09/2012,10/09/2012,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",4,5,5,5,3,4,4,,,,,11/09/2012
20120127,D1011,03/09/2012,10/09/2012,Royal Institute of Technology (KTH),Department of Material Physics,4,4,5,4,4,4,4,,,,,10/02/2013
0,I311-XPS,03/09/2012,09/09/2012,Lund University,"Department of Physics, Synchrotron Radiation Research",5,5,5,5,5,5,5,,,,,17/09/2012
20120227,I511-1,03/09/2012,10/09/2012,Brookhaven National Labs,,5,5,5,5,5,5,5,,,,,17/09/2012
20110278,MX,03/10/2012,04/10/2012,Aarhus University,"Center for Structural Biology, Department of Molecular Biology",4,5,5,4,4,4,4,The robot arm gave a bit of trouble but nothing a reset could not fix.,,,,15/10/2012
0,BL73,03/10/2012,05/10/2012,Technical University of Denmark,Department of Chemistry,5,5,5,5,5,5,5,,,,,29/09/2014
20120021,I411,03/10/2012,03/10/2012,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",3,5,5,3,3,4,5,,,,,11/10/2012
20110278,MX,03/10/2012,04/10/2012,Aarhus University,"Center for Structural Biology, Department of Molecular Biology",4,5,5,3,4,4,3,,,,,11/10/2012
0,MX,03/10/2012,03/10/2012,SARomics Biostructures AB,,4,4,4,4,4,4,4,,,,,08/10/2012
0,MX,03/10/2012,04/10/2012,SARomics Biostructures AB,,4,4,4,4,4,4,4,,,,,08/10/2012
20120021,I411,03/12/2012,06/12/2012,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",5,5,5,3,3,4,4,The large turbo pumps of the liquid jet / cluster setup gave problems.,,,,17/12/2012
20120021,I411,03/12/2012,10/12/2012,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",3,4,4,1,3,5,4,,,,,18/12/2012
20120033,I711,03/12/2012,11/12/2012,Aarhus University,Department of Chemistry,3,5,5,2,4,4,3,,,,,20/12/2012
20120033,I711,03/12/2012,07/12/2012,Aarhus University,Department of Chemistry,4,4,4,2,4,3,4,,,,,05/02/2013
20110278,MX,04/02/2012,05/02/2012,Aarhus University,"Center for Structural Biology, Department of Molecular Biology",5,5,5,5,5,5,5,,,,,14/08/2012
20110284,I711,04/05/2012,07/05/2012,Uppsala University,Department of Chemistry - Ångström Laboratory,3,4,4,3,2,4,4,,,,,16/05/2012
0,I511-1,04/06/2012,11/06/2012,Lund University,Department of Physics,5,5,5,5,4,5,5,software needs some small improvements.,,Experiment was performed successfully. ,,19/06/2012
20110415,D1011,04/06/2012,10/06/2012,Universität Heidelberg,Angewandte Physikalische Chemie,5,4,5,4,4,4,5,,,,,20/06/2012
20110215,I1011,04/06/2012,18/06/2012,Uppsala University,"Department of Engineering Sciences, Solid State Electronics",5,5,5,5,5,5,5,,,,,29/03/2013
20110343,I811,04/06/2012,07/06/2012,University of Babes-Bolyai,Faculty of Chemistry and Chemical Engineering,5,5,5,5,4,5,5,,,,,10/07/2012
20110296,I911-4,04/06/2012,09/06/2012,Lund University,"Department of Construction Sciences, Solid Mechanics",3,4,4,3,4,2,4,,,,,26/06/2012
20120194,I911-4,04/10/2012,05/10/2012,University of Copenhagen,Department of Drug Design and Pharmacology,5,0,5,5,5,3,5,"Comment: we are by no means NOT happy with the scientific support, but we just did not request any, during this visit.
We are very pleased with the technical support - primarily related to all teh development that has taken place at 911-4 recently, prior to our arrival. This has MUCH improved the data quality and posibility to obtain useful data during a visit.
The machine operation is only 3* because of a beamdump from app 3:30-8:30.",,,,12/10/2012
20110272,MX,04/11/2012,04/11/2012,Lund University,"Department of Chemistry, Biochemistry and Structural Biology",4,5,5,4,4,5,5,Problems with the cryo system cooling down was solved by Derek.,,,,08/11/2012
20110272,MX,04/11/2012,05/11/2012,Lund University,"Department of Chemistry, Biochemistry and Structural Biology",3,5,5,4,4,4,4,,,"Though we tested quite a lot of crystals few gave any good diffraction. On the other hand, we did get a couple of relatively good datasets",,07/11/2012
20120045,I811,04/12/2012,06/12/2012,"Swedish University of Agricultural Sciences, Uppsala",Department of Chemistry,4,5,5,5,5,5,4,,,"The soller slit in front of the PIPS detector shall be unmounted when recording data below 4.0 keV, as it absorbs a large fraction of the radiation.",,18/12/2012
20120021,I411,04/12/2012,11/12/2012,Lund University,MAX IV Laboratory,5,5,5,4,3,4,4,,,,,19/12/2012
20110206,D1011,05/02/2012,20/02/2012,University of Bremen,Institute of Applied and Physical Chemistry,0,5,4,4,4,5,5,,,,,08/03/2012
20110019,I311-XPS,05/02/2012,13/02/2012,Karl-Franzens University,Department of Experimental Physics,0,5,5,5,3,5,0,,,,,19/03/2012
20110264,I4,05/03/2012,19/03/2012,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",5,5,5,5,5,5,3,The performance of the MAX-III ring was significantly improved compared to our run in december. This improvement was very satisfactory to us.,,,,19/03/2012
20110031,I411,05/03/2012,12/03/2012,University of Bergen,Department of Chemistry,4,5,5,0,4,0,5,,,,,19/03/2012
20110290,I811,05/05/2012,06/05/2012,Uppsala University,Department of Earth Sciences,3,4,5,4,3,5,4,Everything worked perfectly!,,,,14/05/2012
20110049,I411,05/06/2012,11/06/2012,University of Bergen,Department of Chemistry,4,5,5,4,4,4,5,,,,,21/06/2012
0,MX,05/09/2012,06/09/2012,SARomics Biostructures AB,,5,5,5,3,4,3,5,Some instability of the beam led to 0.2 mm slits were not possible to use. ,,Experiments worked really well and good user support!,It was really good to get to talk about the beamline with the people before starting up. Also it is good when the beamline staff tell when they go home so you know that you should call for support instead of trying to find the person on the lab. ,10/09/2012
0,MX,05/09/2012,05/09/2012,SARomics Biostructures AB,,4,4,4,3,4,3,4,We had some problems with the beam going down and the injection took long time.,,,,11/09/2012
0,MX,05/09/2012,06/09/2012,SARomics Biostructures AB,,4,4,3,4,4,3,4,,,,,11/09/2012
20120145,I811,05/10/2012,08/10/2012,Chalmers University of Technology,"Department of Chemical and Biological Engineering, Environmental Inorganic Chemistry",5,5,5,4,4,5,5,Everything worked much better than at our earlier beamtimes. I had to restart SPEC a few times and the MOSTAB device also needed resetting a number of times but that was all. Data was good.,,,,15/10/2012
20110267,MX,05/10/2012,06/10/2012,University of Copenhagen,Department of Drug Design and Pharmacology,4,3,3,4,4,4,4,"Very familiar with the beamline, so basically no support was needed. ",,Nice and stable functionalities. It is becoming increasingly valuable for us to collect also fibre diffraction at MAXlab.  ,,02/11/2012
20120216,I711,05/10/2012,08/10/2012,University of Szeged,Department of Inorganic and Analytical Chemistry,4,5,5,3,5,5,5,"We have got all the scientific and technical support possible during our work. However, we have lost about 21 hours of our beamtime due to problems with the hardware. First, the monochromator had to be taken apart and repaired. Then, we have lost the beam several times, since the engine of the alignment did not work properly. Nevertheless, due to the efficient work of Dörthe Haase, and after some replanning we could perform most of the experiments we intended to.",,,,16/10/2012
